freq,Reach,Date,dominant_veg,ltbg,system
0,Landa Lake,8/28/2001,Vallisneria,1,Comal
122,Landa Lake,8/28/2001,Bryophytes,20,Comal
54,Landa Lake,8/28/2001,Bryophytes,20,Comal
9,Landa Lake,8/28/2001,Ludwigia,7,Comal
34,Landa Lake,8/28/2001,Ludwigia,7,Comal
13,Landa Lake,8/28/2001,Hygrophila,NA,Comal
17,Landa Lake,8/28/2001,Hygrophila,NA,Comal
16,Landa Lake,8/28/2001,Vallisneria,1,Comal
35,Landa Lake,8/28/2001,Cabomba,7,Comal
32,Landa Lake,8/28/2001,Cabomba,7,Comal
0,Upper Spring Run,8/27/2001,Sagittaria,1,Comal
0,Upper Spring Run,8/27/2001,Sagittaria,1,Comal
0,Upper Spring Run,8/27/2001,Hygrophila,NA,Comal
0,Upper Spring Run,8/27/2001,Hygrophila,NA,Comal
8,Upper Spring Run,8/27/2001,Bryophytes,20,Comal
4,Upper Spring Run,8/27/2001,Bryophytes,20,Comal
4,Upper New Channel Reach,5/24/2001,Hygrophila,NA,Comal
8,Upper New Channel Reach,5/24/2001,Hygrophila,NA,Comal
3,Upper New Channel Reach,5/24/2001,Hygrophila,NA,Comal
0,Old Channel Reach,5/22/2001,Open,NA,Comal
0,Old Channel Reach,5/22/2001,Open,NA,Comal
34,Landa Lake,5/22/2001,Ludwigia,7,Comal
26,Landa Lake,5/22/2001,Hygrophila,NA,Comal
42,Landa Lake,5/22/2001,Hygrophila,NA,Comal
1,Landa Lake,5/22/2001,Vallisneria,1,Comal
37,Landa Lake,5/22/2001,Cabomba,7,Comal
45,Landa Lake,5/22/2001,Cabomba,7,Comal
6,Old Channel Reach,5/22/2001,Ceratopteris,NA,Comal
18,Old Channel Reach,5/22/2001,Ceratopteris,NA,Comal
123,Old Channel Reach,5/22/2001,Filamentous Algae,NA,Comal
16,Old Channel Reach,5/22/2001,Filamentous Algae,NA,Comal
0,Upper Spring Run,5/21/2001,Sagittaria,1,Comal
0,Upper Spring Run,5/21/2001,Open,NA,Comal
0,Upper Spring Run,5/21/2001,Open,NA,Comal
0,Landa Lake,5/21/2001,Open,NA,Comal
0,Landa Lake,5/21/2001,Vallisneria,1,Comal
1,Upper Spring Run,5/21/2001,Sagittaria,1,Comal
1,Upper Spring Run,5/21/2001,Hygrophila,NA,Comal
1,Upper Spring Run,5/21/2001,Hygrophila,NA,Comal
3,Landa Lake,5/21/2001,Open,NA,Comal
47,Landa Lake,5/21/2001,Ludwigia,7,Comal
4,Old Channel Reach,3/21/2001,Ceratopteris,NA,Comal
7,Old Channel Reach,3/21/2001,Ceratopteris,NA,Comal
84,Old Channel Reach,3/21/2001,Filamentous Algae,NA,Comal
8,Old Channel Reach,3/21/2001,Filamentous Algae,NA,Comal
7,Old Channel Reach,3/21/2001,Open,NA,Comal
6,Old Channel Reach,3/21/2001,Open,NA,Comal
12,Landa Lake,3/20/2001,Ludwigia,7,Comal
7,Landa Lake,3/20/2001,Hygrophila,NA,Comal
3,Landa Lake,3/20/2001,Vallisneria,1,Comal
4,Landa Lake,3/20/2001,Vallisneria,1,Comal
10,Landa Lake,3/20/2001,Cabomba,7,Comal
6,Landa Lake,3/20/2001,Cabomba,7,Comal
1,Upper New Channel Reach,3/20/2001,Hygrophila,NA,Comal
1,Upper New Channel Reach,3/20/2001,Hygrophila,NA,Comal
0,Upper Spring Run,3/19/2001,Sagittaria,1,Comal
0,Upper Spring Run,3/19/2001,Sagittaria,1,Comal
0,Upper Spring Run,3/19/2001,Hygrophila,NA,Comal
0,Upper Spring Run,3/19/2001,Hygrophila,NA,Comal
0,Upper Spring Run,3/19/2001,Open,NA,Comal
0,Upper Spring Run,3/19/2001,Open,NA,Comal
30,Landa Lake,3/19/2001,Open,NA,Comal
15,Landa Lake,3/19/2001,Open,NA,Comal
4,Landa Lake,3/19/2001,Ludwigia,7,Comal
1,Landa Lake,3/19/2001,Hygrophila,NA,Comal
0,Old Channel Reach,11/16/2000,Open,NA,Comal
6,Old Channel Reach,11/16/2000,Ceratopteris,NA,Comal
2,Old Channel Reach,11/16/2000,Ceratopteris,NA,Comal
6,Old Channel Reach,11/16/2000,Filamentous Algae,NA,Comal
3,Old Channel Reach,11/16/2000,Filamentous Algae,NA,Comal
11,Old Channel Reach,11/16/2000,Open,NA,Comal
0,Upper New Channel Reach,11/15/2000,Open,NA,Comal
3,Upper New Channel Reach,11/15/2000,Hygrophila,NA,Comal
2,Upper New Channel Reach,11/15/2000,Hygrophila,NA,Comal
4,Upper New Channel Reach,11/15/2000,Hygrophila,NA,Comal
0,Landa Lake,11/14/2000,Vallisneria,1,Comal
1,Landa Lake,11/14/2000,Open,NA,Comal
19,Landa Lake,11/14/2000,Ludwigia,7,Comal
1,Landa Lake,11/14/2000,Hygrophila,NA,Comal
1,Landa Lake,11/14/2000,Vallisneria,1,Comal
10,Landa Lake,11/14/2000,Cabomba,7,Comal
2,Landa Lake,11/14/2000,Cabomba,7,Comal
0,Upper Spring Run,11/13/2000,Sagittaria,1,Comal
0,Upper Spring Run,11/13/2000,Sagittaria,1,Comal
0,Upper Spring Run,11/13/2000,Open,NA,Comal
0,Upper Spring Run,11/13/2000,Open,NA,Comal
9,Upper Spring Run,11/13/2000,Hygrophila,NA,Comal
1,Upper Spring Run,11/13/2000,Hygrophila,NA,Comal
1,Landa Lake,11/13/2000,Open,NA,Comal
10,Landa Lake,11/13/2000,Ludwigia,7,Comal
11,Landa Lake,11/13/2000,Hygrophila,NA,Comal
0,Upper New Channel Reach,9/14/2000,Hygrophila,NA,Comal
0,Upper New Channel Reach,9/14/2000,Open,NA,Comal
0,Upper New Channel Reach,9/14/2000,Ludwigia,7,Comal
5,Upper New Channel Reach,9/14/2000,Hygrophila,NA,Comal
1,Upper New Channel Reach,9/14/2000,Open,NA,Comal
1,Upper New Channel Reach,9/14/2000,Ludwigia,7,Comal
0,Old Channel Reach,9/13/2000,Ceratopteris,NA,Comal
3,Old Channel Reach,9/13/2000,Ceratopteris,NA,Comal
53,Old Channel Reach,9/13/2000,Filamentous Algae,NA,Comal
85,Old Channel Reach,9/13/2000,Filamentous Algae,NA,Comal
3,Old Channel Reach,9/13/2000,Open,NA,Comal
11,Old Channel Reach,9/13/2000,Open,NA,Comal
0,Landa Lake,9/12/2000,Vallisneria,1,Comal
1,Landa Lake,9/12/2000,Open,NA,Comal
1,Landa Lake,9/12/2000,Open,NA,Comal
9,Landa Lake,9/12/2000,Ludwigia,7,Comal
6,Landa Lake,9/12/2000,Ludwigia,7,Comal
47,Landa Lake,9/12/2000,Hygrophila,NA,Comal
29,Landa Lake,9/12/2000,Hygrophila,NA,Comal
6,Landa Lake,9/12/2000,Vallisneria,1,Comal
9,Landa Lake,9/12/2000,Cabomba,7,Comal
1,Landa Lake,9/12/2000,Cabomba,7,Comal
0,Upper Spring Run,9/11/2000,Sagittaria,1,Comal
0,Upper Spring Run,9/11/2000,Sagittaria,1,Comal
0,Upper Spring Run,9/11/2000,Hygrophila,NA,Comal
0,Upper Spring Run,9/11/2000,Hygrophila,NA,Comal
0,Upper Spring Run,9/11/2000,Green Algae,NA,Comal
0,Upper Spring Run,9/11/2000,Green Algae,NA,Comal
0,Old Channel Reach,8/31/2000,Ceratopteris,NA,Comal
0,Old Channel Reach,8/31/2000,Ceratopteris,NA,Comal
0,Old Channel Reach,8/31/2000,Open,NA,Comal
11,Old Channel Reach,8/31/2000,Filamentous Algae,NA,Comal
64,Old Channel Reach,8/31/2000,Filamentous Algae,NA,Comal
12,Old Channel Reach,8/31/2000,Open,NA,Comal
0,Upper New Channel Reach,8/30/2000,Hygrophila,NA,Comal
0,Upper New Channel Reach,8/30/2000,Open,NA,Comal
0,Upper New Channel Reach,8/30/2000,Open,NA,Comal
12,Upper New Channel Reach,8/30/2000,Hygrophila,NA,Comal
2,Upper New Channel Reach,8/30/2000,Hygrophila,NA,Comal
2,Upper New Channel Reach,8/30/2000,Ludwigia,7,Comal
2,Upper New Channel Reach,8/30/2000,Ludwigia,7,Comal
0,Landa Lake,8/29/2000,Vallisneria,1,Comal
0,Landa Lake,8/29/2000,Vallisneria,1,Comal
4,Landa Lake,8/29/2000,Open,NA,Comal
1,Landa Lake,8/29/2000,Open,NA,Comal
26,Landa Lake,8/29/2000,Ludwigia,7,Comal
53,Landa Lake,8/29/2000,Ludwigia,7,Comal
29,Landa Lake,8/29/2000,Hygrophila,NA,Comal
9,Landa Lake,8/29/2000,Hygrophila,NA,Comal
2,Landa Lake,8/29/2000,Cabomba,7,Comal
54,Landa Lake,8/29/2000,Cabomba,7,Comal
0,Upper Spring Run,8/28/2000,Sagittaria,1,Comal
0,Upper Spring Run,8/28/2000,Sagittaria,1,Comal
0,Upper Spring Run,8/28/2000,Hygrophila,NA,Comal
0,Upper Spring Run,8/28/2000,Hygrophila,NA,Comal
0,Upper Spring Run,8/28/2000,Green Algae,NA,Comal
0,Upper Spring Run,8/28/2000,Green Algae,NA,Comal
0,I-35,3/6/2001,Open,NA,San Marcos
0,I-35,3/6/2001,Open,NA,San Marcos
0,I-35,3/6/2001,Hydrilla,NA,San Marcos
0,City Park,3/5/2001,Open,NA,San Marcos
0,I-35,5/8/2001,Open,NA,San Marcos
0,I-35,5/8/2001,Open,NA,San Marcos
0,I-35,5/8/2001,Hydrilla,NA,San Marcos
0,I-35,5/8/2001,Hydrilla,NA,San Marcos
0,City Park,5/7/2001,Open,NA,San Marcos
0,City Park,5/7/2001,Open,NA,San Marcos
0,I-35,8/14/2001,Hygrophila,NA,San Marcos
0,I-35,8/14/2001,Open,NA,San Marcos
0,I-35,8/14/2001,Open,NA,San Marcos
0,City Park,8/13/2001,Open,NA,San Marcos
0,City Park,8/13/2001,Open,NA,San Marcos
0,I-35,11/1/2000,Hygrophila,NA,San Marcos
0,I-35,11/1/2000,Open,NA,San Marcos
0,I-35,11/1/2000,Hydrilla,NA,San Marcos
0,City Park,10/31/2000,Open,NA,San Marcos
0,City Park,10/31/2000,Open,NA,San Marcos
0,I-35,10/26/2001,Open,NA,San Marcos
0,I-35,10/26/2001,Open,NA,San Marcos
0,I-35,10/26/2001,Hydrilla,NA,San Marcos
0,I-35,10/26/2001,Hydrilla,NA,San Marcos
0,City Park,10/25/2001,Open,NA,San Marcos
0,City Park,10/25/2001,Open,NA,San Marcos
0,I-35,12/7/2001,Open,NA,San Marcos
0,I-35,12/7/2001,Open,NA,San Marcos
0,City Park,12/6/2001,Open,NA,San Marcos
0,City Park,12/6/2001,Open,NA,San Marcos
0,City Park,12/6/2001,Hydrilla,NA,San Marcos
0,City Park,12/6/2001,Hygrophila,NA,San Marcos
0,City Park,12/6/2001,Hygrophila,NA,San Marcos
0,I-35,2/15/2002,Open,NA,San Marcos
0,I-35,2/15/2002,Open,NA,San Marcos
0,I-35,2/15/2002,Hydrilla,NA,San Marcos
0,City Park,2/14/2002,Hygrophila,NA,San Marcos
0,City Park,2/14/2002,Open,NA,San Marcos
0,City Park,2/14/2002,Open,NA,San Marcos
0,City Park,2/14/2002,Hydrilla,NA,San Marcos
0,City Park,2/14/2002,Potamogeton/Hygrophila,NA,San Marcos
0,I-35,5/10/2002,Hygrophila,NA,San Marcos
0,I-35,5/10/2002,Open,NA,San Marcos
0,I-35,5/10/2002,Open,NA,San Marcos
0,City Park,5/9/2002,Open,NA,San Marcos
0,City Park,5/9/2002,Open,NA,San Marcos
0,City Park,5/9/2002,Hydrilla,NA,San Marcos
0,I-35,7/25/2002,Open,NA,San Marcos
0,I-35,7/25/2002,Open,NA,San Marcos
0,City Park,7/25/2002,Hygrophila,NA,San Marcos
0,City Park,7/25/2002,Open,NA,San Marcos
0,City Park,7/25/2002,Open,NA,San Marcos
0,City Park,7/25/2002,Hydrilla,NA,San Marcos
0,I-35,11/11/2002,Open,NA,San Marcos
0,I-35,11/11/2002,Open,NA,San Marcos
0,City Park,11/1/2002,Open,NA,San Marcos
0,City Park,11/1/2002,Open,NA,San Marcos
0,I-35,4/16/2003,Open,NA,San Marcos
0,I-35,4/16/2003,Open,NA,San Marcos
0,City Park,4/15/2003,Open,NA,San Marcos
0,City Park,4/15/2003,Open,NA,San Marcos
0,I-35,8/13/2003,Open,NA,San Marcos
0,I-35,8/13/2003,Open,NA,San Marcos
0,I-35,8/13/2003,Hydrilla,NA,San Marcos
0,City Park,8/11/2003,Open,NA,San Marcos
0,City Park,8/11/2003,Open,NA,San Marcos
0,I-35,10/31/2003,Hygrophila,NA,San Marcos
0,I-35,10/31/2003,Open,NA,San Marcos
0,I-35,10/31/2003,Open,NA,San Marcos
0,City Park,10/30/2003,Open,NA,San Marcos
0,City Park,10/30/2003,Open,NA,San Marcos
0,City Park,10/30/2003,Hydrilla,NA,San Marcos
0,I-35,4/20/2004,Open,NA,San Marcos
0,I-35,4/20/2004,Open,NA,San Marcos
0,City Park,4/19/2004,Open,NA,San Marcos
0,City Park,4/19/2004,Open,NA,San Marcos
0,I-35,8/4/2004,Open,NA,San Marcos
0,I-35,8/4/2004,Open,NA,San Marcos
0,City Park,8/3/2004,Open,NA,San Marcos
0,City Park,8/3/2004,Open,NA,San Marcos
0,I-35,4/19/2005,Hygrophila,NA,San Marcos
0,I-35,4/19/2005,Open,NA,San Marcos
0,I-35,4/19/2005,Open,NA,San Marcos
0,City Park,4/18/2005,Hygrophila,NA,San Marcos
0,City Park,4/18/2005,Hygrophila,NA,San Marcos
0,City Park,4/18/2005,Open,NA,San Marcos
0,City Park,4/18/2005,Open,NA,San Marcos
0,City Park,4/18/2005,Hydrilla,NA,San Marcos
0,I-35,10/6/2005,Open,NA,San Marcos
0,I-35,10/6/2005,Open,NA,San Marcos
0,I-35,10/6/2005,Hydrilla,NA,San Marcos
0,City Park,10/5/2005,Open,NA,San Marcos
0,City Park,10/5/2005,Open,NA,San Marcos
0,City Park,10/5/2005,Potamogeton/Hygrophila,NA,San Marcos
0,I-35,4/26/2006,Hygrophila,NA,San Marcos
0,I-35,4/26/2006,Open,NA,San Marcos
0,I-35,4/26/2006,Open,NA,San Marcos
0,City Park,4/25/2006,Open,NA,San Marcos
0,City Park,4/25/2006,Open,NA,San Marcos
0,I-35,7/28/2006,Open,NA,San Marcos
0,I-35,7/28/2006,Open,NA,San Marcos
0,City Park,7/27/2006,Open,NA,San Marcos
0,I-35,9/20/2006,Open,NA,San Marcos
0,I-35,9/20/2006,Open,NA,San Marcos
0,I-35,9/20/2006,Hydrilla,NA,San Marcos
0,City Park,9/19/2006,Open,NA,San Marcos
0,City Park,9/19/2006,Open,NA,San Marcos
0,I-35,11/21/2006,Open,NA,San Marcos
0,I-35,11/21/2006,Open,NA,San Marcos
0,City Park,11/20/2006,Open,NA,San Marcos
0,City Park,11/20/2006,Open,NA,San Marcos
0,I-35,4/26/2007,Open,NA,San Marcos
0,I-35,4/26/2007,Open,NA,San Marcos
0,City Park,4/25/2007,Open,NA,San Marcos
0,City Park,4/25/2007,Open,NA,San Marcos
0,I-35,10/16/2007,Open,NA,San Marcos
0,I-35,10/16/2007,Hydrilla,NA,San Marcos
0,City Park,10/15/2007,Open,NA,San Marcos
0,I-35,4/29/2008,Open,NA,San Marcos
0,I-35,4/29/2008,Open,NA,San Marcos
0,I-35,4/29/2008,Hydrilla,NA,San Marcos
0,I-35,4/29/2008,Hydrilla,NA,San Marcos
0,City Park,4/28/2008,Open,NA,San Marcos
0,City Park,4/28/2008,Open,NA,San Marcos
0,I-35,10/31/2008,Open,NA,San Marcos
0,City Park,10/30/2008,Open,NA,San Marcos
0,City Park,10/30/2008,Open,NA,San Marcos
0,I-35,1/13/2009,Open,NA,San Marcos
0,I-35,1/13/2009,Open,NA,San Marcos
0,City Park,1/12/2009,Open,NA,San Marcos
0,City Park,1/12/2009,Open,NA,San Marcos
0,I-35,4/7/2009,Open,NA,San Marcos
0,I-35,4/7/2009,Open,NA,San Marcos
0,City Park,4/6/2009,Open,NA,San Marcos
0,City Park,4/6/2009,Open,NA,San Marcos
0,I-35,5/12/2009,Open,NA,San Marcos
0,I-35,5/12/2009,Open,NA,San Marcos
0,City Park,5/11/2009,Open,NA,San Marcos
0,City Park,5/11/2009,Open,NA,San Marcos
0,I-35,6/26/2009,Open,NA,San Marcos
0,I-35,6/26/2009,Open,NA,San Marcos
0,City Park,6/25/2009,Open,NA,San Marcos
0,City Park,6/25/2009,Open,NA,San Marcos
0,I-35,10/16/2009,Open,NA,San Marcos
0,I-35,10/16/2009,Open,NA,San Marcos
0,City Park,10/15/2009,Open,NA,San Marcos
0,City Park,10/15/2009,Open,NA,San Marcos
0,I-35,4/30/2010,Open,NA,San Marcos
0,I-35,4/30/2010,Open,NA,San Marcos
0,I-35,4/30/2010,Hydrilla,NA,San Marcos
0,City Park,4/29/2010,Open,NA,San Marcos
0,I-35,10/28/2010,Open,NA,San Marcos
0,I-35,10/28/2010,Hydrilla,NA,San Marcos
0,City Park,10/27/2010,Open,NA,San Marcos
0,City Park,10/27/2010,Open,NA,San Marcos
0,City Park,4/28/2011,Open,NA,San Marcos
0,City Park,4/28/2011,Open,NA,San Marcos
0,City Park,4/28/2011,Potamogeton/Hygrophila,NA,San Marcos
0,I-35,9/20/2011,Open,NA,San Marcos
0,City Park,9/19/2011,Open,NA,San Marcos
0,City Park,9/19/2011,Open,NA,San Marcos
0,City Park,11/7/2011,Open,NA,San Marcos
0,I-35,11/8/2011,Open,NA,San Marcos
0,I-35,11/8/2011,Open,NA,San Marcos
0,City Park,5/7/2012,Open,NA,San Marcos
0,City Park,5/7/2012,Open,NA,San Marcos
0,I-35,5/7/2012,Open,NA,San Marcos
0,I-35,5/7/2012,Open,NA,San Marcos
0,I-35,5/7/2012,Hydrilla,NA,San Marcos
0,I-35,5/7/2012,Hydrilla,NA,San Marcos
0,City Park,10/29/2012,Open,NA,San Marcos
0,City Park,10/29/2012,Open,NA,San Marcos
0,I-35,5/2/2013,Hygrophila,NA,San Marcos
0,Spring Lake Dam,10/15/2013,Potamogeton,5,San Marcos
0,City Park,4/30/2014,Sagittaria,1,San Marcos
0,I-35,5/1/2014,Cabomba,7,San Marcos
0,I-35,5/1/2014,Hygrophila,NA,San Marcos
0,City Park,10/20/2014,Open,NA,San Marcos
0,I-35,10/21/2014,Hydrilla,NA,San Marcos
0,I-35,10/21/2014,Hygrophila,NA,San Marcos
0,Spring Lake Dam,10/21/2014,Potamogeton,5,San Marcos
0,I-35,4/21/2015,Hygrophila,NA,San Marcos
0,Spring Lake Dam,4/21/2015,Hygrophila,NA,San Marcos
0,City Park,6/10/2015,Hygrophila,NA,San Marcos
0,City Park,6/10/2015,Open,NA,San Marcos
0,I-35,6/11/2015,Sagittaria,1,San Marcos
0,City Park,10/19/2015,Sagittaria,1,San Marcos
0,I-35,10/19/2015,Sagittaria,1,San Marcos
0,I-35,10/19/2015,Open,NA,San Marcos
0,City Park,11/23/2015,Sagittaria,1,San Marcos
0,City Park,11/23/2015,Sagittaria,1,San Marcos
0,I-35,11/24/2015,Sagittaria,1,San Marcos
0,I-35,11/24/2015,Open,NA,San Marcos
0,City Park,5/4/2016,Sagittaria,1,San Marcos
0,City Park,5/4/2016,Open,NA,San Marcos
0,City Park,5/4/2016,Open,NA,San Marcos
0,I-35,5/3/2016,Sagittaria,1,San Marcos
0,I-35,5/3/2016,Open,NA,San Marcos
0,Spring Lake Dam,5/3/2016,Potamogeton,5,San Marcos
0,Spring Lake Dam,10/19/2016,Potamogeton,5,San Marcos
0,City Park,10/19/2016,Potamogeton/Hygrophila,NA,San Marcos
0,City Park,10/19/2016,Hydrilla,NA,San Marcos
0,I-35,10/20/2016,Sagittaria,1,San Marcos
0,Spring Lake Dam,4/24/2017,Potamogeton,5,San Marcos
0,Spring Lake Dam,4/24/2017,Open,NA,San Marcos
0,City Park,4/24/2017,Open,NA,San Marcos
0,City Park,4/24/2017,Open,NA,San Marcos
0,City Park,4/24/2017,Sagittaria,1,San Marcos
0,I-35,4/24/2017,Hydrilla,NA,San Marcos
0,I-35,4/24/2017,Hydrilla,NA,San Marcos
0,I-35,4/24/2017,Open,NA,San Marcos
0,I-35,4/25/2017,Open,NA,San Marcos
0,I-35,4/25/2017,Sagittaria,1,San Marcos
0,I-35,4/25/2017,Sagittaria,1,San Marcos
0,Spring Lake Dam,10/16/2017,Potamogeton,5,San Marcos
0,Spring Lake Dam,10/16/2017,Potamogeton,5,San Marcos
0,Spring Lake Dam,10/16/2017,Open,NA,San Marcos
0,Spring Lake Dam,10/16/2017,Open,NA,San Marcos
0,City Park,10/16/2017,Open,NA,San Marcos
0,City Park,10/16/2017,Open,NA,San Marcos
0,City Park,10/16/2017,Sagittaria,1,San Marcos
0,City Park,10/16/2017,Sagittaria,1,San Marcos
0,City Park,10/16/2017,Potamogeton/Hygrophila,NA,San Marcos
0,I-35,10/17/2017,Open,NA,San Marcos
0,I-35,10/17/2017,Sagittaria,1,San Marcos
0,I-35,10/17/2017,Hygrophila,NA,San Marcos
0,I-35,10/17/2017,Open,NA,San Marcos
0,Spring Lake Dam,4/23/2018,Open,NA,San Marcos
0,Spring Lake Dam,4/23/2018,Potamogeton,5,San Marcos
0,Spring Lake Dam,4/23/2018,Open,NA,San Marcos
0,Spring Lake Dam,4/23/2018,Sagittaria,1,San Marcos
0,City Park,4/23/2018,Open,NA,San Marcos
0,City Park,4/23/2018,Open,NA,San Marcos
0,I-35,4/24/2018,Sagittaria,1,San Marcos
0,I-35,4/24/2018,Hydrilla,NA,San Marcos
0,I-35,4/24/2018,Open,NA,San Marcos
0,I-35,4/24/2018,Open,NA,San Marcos
0,City Park,10/17/2018,Hydrilla,NA,San Marcos
0,City Park,10/17/2018,Open,NA,San Marcos
0,City Park,10/17/2018,Open,NA,San Marcos
0,I-35,10/17/2018,Open,NA,San Marcos
0,I-35,10/17/2018,Open,NA,San Marcos
0,Spring Lake Dam,10/19/2018,Potamogeton,5,San Marcos
0,Spring Lake Dam,10/19/2018,Potamogeton,5,San Marcos
0,Spring Lake Dam,10/19/2018,Open,NA,San Marcos
0,City Park,4/22/2019,Hydrilla,NA,San Marcos
0,City Park,4/22/2019,Open,NA,San Marcos
0,City Park,4/22/2019,Open,NA,San Marcos
0,City Park,4/22/2019,Potamogeton,5,San Marcos
0,I-35,4/22/2019,Open,NA,San Marcos
0,I-35,4/22/2019,Sagittaria,1,San Marcos
0,I-35,4/22/2019,Ludwigia,7,San Marcos
0,I-35,4/22/2019,Open,NA,San Marcos
0,Spring Lake Dam,4/23/2019,Potamogeton,5,San Marcos
0,Spring Lake Dam,4/23/2019,Potamogeton,5,San Marcos
0,Spring Lake Dam,4/23/2019,Sagittaria,1,San Marcos
0,Spring Lake Dam,4/23/2019,Open,NA,San Marcos
0,Spring Lake Dam,4/23/2019,Open,NA,San Marcos
0,City Park,10/15/2019,Open,NA,San Marcos
0,City Park,10/15/2019,Open,NA,San Marcos
0,City Park,10/15/2019,Potamogeton,5,San Marcos
0,Spring Lake Dam,10/16/2019,Open,NA,San Marcos
0,Spring Lake Dam,10/16/2019,Open,NA,San Marcos
0,I-35,10/16/2019,Open,NA,San Marcos
0,I-35,10/16/2019,Open,NA,San Marcos
0,I-35,10/16/2019,Ludwigia,7,San Marcos
0,I-35,10/16/2019,Sagittaria,1,San Marcos
0,Spring Lake Dam,4/21/2020,Open,NA,San Marcos
0,Spring Lake Dam,4/21/2020,Potamogeton,5,San Marcos
0,Spring Lake Dam,4/21/2020,Potamogeton,5,San Marcos
0,Spring Lake Dam,4/21/2020,Sagittaria,1,San Marcos
0,Spring Lake Dam,4/21/2020,Open,NA,San Marcos
0,Spring Lake Dam,4/21/2020,Zizania,5,San Marcos
0,Spring Lake Dam,4/21/2020,Zizania,5,San Marcos
0,City Park,4/22/2020,Open,NA,San Marcos
0,City Park,4/22/2020,Open,NA,San Marcos
0,City Park,4/22/2020,Zizania,5,San Marcos
0,I-35,4/23/2020,Open,NA,San Marcos
0,I-35,4/23/2020,Zizania,5,San Marcos
0,I-35,4/23/2020,Open,NA,San Marcos
0,I-35,4/23/2020,Zizania,5,San Marcos
0,I-35,10/15/2020,Open,NA,San Marcos
0,I-35,10/15/2020,Open,NA,San Marcos
0,I-35,10/15/2020,Zizania,5,San Marcos
0,I-35,10/15/2020,Sagittaria,1,San Marcos
0,I-35,10/15/2020,Sagittaria,1,San Marcos
0,I-35,10/15/2020,Zizania,5,San Marcos
0,City Park,10/16/2020,Zizania,5,San Marcos
0,City Park,10/16/2020,Open,NA,San Marcos
0,City Park,10/16/2020,Open,NA,San Marcos
0,City Park,10/16/2020,Potamogeton,5,San Marcos
0,City Park,10/16/2020,Potamogeton,5,San Marcos
0,Spring Lake Dam,10/14/2020,Open,NA,San Marcos
0,Spring Lake Dam,10/14/2020,Zizania,5,San Marcos
0,Spring Lake Dam,10/14/2020,Potamogeton,5,San Marcos
0,Spring Lake Dam,10/14/2020,Sagittaria,1,San Marcos
0,Spring Lake Dam,10/14/2020,Open,NA,San Marcos
0,Spring Lake Dam,4/26/2021,Hydrocotyle,4,San Marcos
0,Spring Lake Dam,4/26/2021,Open,NA,San Marcos
0,Spring Lake Dam,4/26/2021,Potamogeton,5,San Marcos
0,City Park,4/27/2021,Open,NA,San Marcos
0,I-35,4/28/2021,Open,NA,San Marcos
0,I-35,4/28/2021,Open,NA,San Marcos
0,Spring Lake Dam,10/18/2021,Open,NA,San Marcos
0,Spring Lake Dam,10/18/2021,Open,NA,San Marcos
0,City Park,10/19/2021,Zizania,5,San Marcos
0,City Park,10/19/2021,Zizania,5,San Marcos
0,City Park,10/19/2021,Open,NA,San Marcos
0,City Park,10/19/2021,Potamogeton,5,San Marcos
0,I-35,10/20/2021,Zizania,5,San Marcos
0,I-35,10/20/2021,Open,NA,San Marcos
0,I-35,10/20/2021,Zizania,5,San Marcos
0,I-35,10/20/2021,Open,NA,San Marcos
1,I-35,3/6/2001,Hygrophila,NA,San Marcos
1,I-35,3/6/2001,Hygrophila,NA,San Marcos
1,I-35,3/6/2001,Cabomba,7,San Marcos
6,I-35,3/6/2001,Cabomba,7,San Marcos
4,I-35,3/6/2001,Hydrilla,NA,San Marcos
6,City Park,3/5/2001,Hygrophila,NA,San Marcos
7,City Park,3/5/2001,Hygrophila,NA,San Marcos
1,City Park,3/5/2001,Open,NA,San Marcos
5,City Park,3/5/2001,Hydrilla,NA,San Marcos
6,City Park,3/5/2001,Hydrilla,NA,San Marcos
2,City Park,3/5/2001,Potamogeton,5,San Marcos
11,City Park,3/5/2001,Potamogeton,5,San Marcos
1,I-35,5/8/2001,Hygrophila,NA,San Marcos
8,I-35,5/8/2001,Hygrophila,NA,San Marcos
25,I-35,5/8/2001,Cabomba,7,San Marcos
9,I-35,5/8/2001,Cabomba,7,San Marcos
21,City Park,5/7/2001,Hygrophila,NA,San Marcos
7,City Park,5/7/2001,Hygrophila,NA,San Marcos
19,City Park,5/7/2001,Hydrilla,NA,San Marcos
7,City Park,5/7/2001,Hydrilla,NA,San Marcos
1,City Park,5/7/2001,Potamogeton,5,San Marcos
16,City Park,5/7/2001,Potamogeton,5,San Marcos
20,I-35,8/14/2001,Hygrophila,NA,San Marcos
30,I-35,8/14/2001,Cabomba,7,San Marcos
8,I-35,8/14/2001,Cabomba,7,San Marcos
6,I-35,8/14/2001,Hydrilla,NA,San Marcos
6,I-35,8/14/2001,Hydrilla,NA,San Marcos
12,City Park,8/13/2001,Hygrophila,NA,San Marcos
15,City Park,8/13/2001,Hygrophila,NA,San Marcos
3,City Park,8/13/2001,Hydrilla,NA,San Marcos
20,City Park,8/13/2001,Hydrilla,NA,San Marcos
22,City Park,8/13/2001,Potamogeton,5,San Marcos
4,City Park,8/13/2001,Potamogeton,5,San Marcos
7,I-35,11/1/2000,Hygrophila,NA,San Marcos
1,I-35,11/1/2000,Open,NA,San Marcos
